الغنائي	Lyrical
أعضاء	Members
الشرع	Shara
ولهذا	For
وتوفير	And
قتل	Killed
التصفيات	Qualifying
الشريف	Sharif
مؤسسات	Institutions
صحيفة	Newspaper
اهتمام	Interest
الصناعة	Industry
علمية	Scientific
الموت	Death
سنويا	Annually
تواجه	Facing
تشكيل	Formation
الباحثين	Researchers
الهجوم	Attack
بقيمة	Worth
مال	Money
سبب	Reason
تشهد	Witnessing
القيادة	Leadership
الدخول	Access
نظر	View
واحمد	And
الأمم	United
البحريني	Bahraini
فرض	Imposing
الغاز	Gas
المعارض	Exhibitions
دورا	Role
وجاءت	Came
ربه	Rabbo
المسؤولين	Officials
القى	Delivered
السلطات	Authorities
الحرام	Sacred
اغسطس	August
الاوسط	East
وأشار	The
الطعام	Food
لاعبي	Players
المصطلحات	Terminology
مجرد	Just
المخرج	Exit
يظهر	Shows
اليهود	Jews
وأما	The
يلعب	Plays
دخول	Log
ورقة	Paper
نوفمبر	November
التطور	Evolution
وتنمية	And
الصرف	Exchange
أمة	Nation
القطري	Country
القلوب	Hearts
دقيقة	Minute
التعداد	Census
بكر	Baker
يد	By
لغة	Language
موقف	Position
اللجان	Committees
السياحي	Tourist
مايو	May
كي	To
لجميع	For
المنتجات	Products
وذكر	The
يحيى	Yahya
التعريف	Definition
قضايا	Issues
مرمى	Throw
الخبرات	Experiences
وأكد	The
الأم	Mother
وربما	And
المواطن	Citizen
حفظ	Remember
مصطفى	Mustafa
مسألة	Issue
خيرا	Good
عهد	Era
التقنية	Technical
المدير	Director
مسيرة	March
حساب	Account
بعدما	After
والمياه	Water
تشارك	Involved
البحوث	Research
يزال	Still
وهنا	Here
اسرائيل	Israel
رأى	Saw
الخميس	Thursday
الخلق	Creation
الأسبوع	Week
يدل	Indicates
حضرة	Hazrat
القيم	Values
الواحد	Per
فوز	Win
لعام	Of
نور	Noor
النقاط	Points
المهمة	Task
السبت	Saturday
القضية	Issue
والتى	Which
يقع	Located
الخبرة	Experience
للناس	
تطور	Evolution
معدل	Rate
يبلغ	A
المعلم	Teacher
القضاء	Eliminating
القارئ	Reader
الحب	Love
والعشرين	Twenty
يملك	Owns
بلاده	His
الأمن	Security
ولن	Not
ستة	Six
حضر	Attended
مسرح	Theater
اثينا	Athens
الملك	King
معينة	Certain
كوريا	Korea
يبدو	Apparently
تضم	Includes
الاعضاء	Member
التابعة	Of
رويترز	Reuters
تهدف	Aims
الطبية	Medical
المسلحة	Armed
بقوة	Strongly
الإنسانية	Humanities
تناول	Eating
رضى	Satisfaction
النهاية	Eventually
المواقع	Sites
يدخل	Enters
الصحيح	Right
يعلم	Teaches
الخطة	Plan
عقب	After
بيد	However
الظروف	Conditions
وأنا	I
الاسعار	Prices
الدورات	Courses
الاسواق	Markets
القائم	Existing
وصناعة	And
الموقف	Position
انتاج	Produce
مؤسسة	Foundation
القوة	Force
ورد	WordPress
وانه	And
الغذائية	Food
عبري	Hebrew
الوحيد	Only
أنت	You
المصرية	Egyptian
بطريقة	Way
الفلسطيني	Palestinian
المطلوب	Required
خرج	Output
بزيارة	Visit
لديه	Has
السادس	VI
والأرض	Earth
والثروة	Wealth
الادارية	Administrative
لكنها	But
التخطيط	Planning
الأزهر	Azhar
الوعي	Awareness
بالفعل	Already
يحفظه	Keeps
وكيف	How
البنك	Bank
الرحمن	Rahman
أنهم	They
طبيعة	Nature
اربعة	Four
قيمتها	Worth
شهد	Saw
التقليدية	Traditional
الدرجة	Class
السابع	VII
الانترنت	Online
الأيام	
أربعة	Four
الاساسي	Basic
نوع	Type
قصة	Story
عنوان	Title
الاجراءات	Measures
ندوة	Seminar
اثناء	During
إطار	Under
خمس	Five
وانما	But
التاريخية	Historic
السياسي	Political
الرأي	Opinion
تشكل	Form
مدارس	Schools
وكما	As
الأب	Father
فرنسا	France
عمانيا	Omani
المشكلة	Issue
تبدأ	Begin
والثقافة	And
المنتخبات	Teams
قراءة	Read
الجمعة	Friday
الملعب	Pitch
ممثلة	Represented
تقرير	Report
بفضل	With
صحة	Health
الاوروبية	European
الايام	Days
أعلى	Top
أهداف	Targets
كنا	We
المقدمة	Provided
تغيير	Change
النتيجة	Score
هيئة	Authority
ذي	A
الحارس	Ranger
الاحتفال	Celebrating
بلدية	Municipality
قائد	Commander
الهامة	Important
الحضارة	Civilization
النقل	Transport
دليل	Manual
يخرج	Out
حقق	Achieved
يجعل	Makes
جزء	Part
الصورة	's
المعنية	Involved
يؤكد	Confirms
الحاجة	Need
يناير	January
حماية	Protect
التقدم	Progress
خلاله	Which
الشعراء	Poets
الإيمان	Faith
الحالة	Status
آيات	Verses
بدلا	Instead
العظيم	Great
ام	M
مؤتمر	Conference
للسلطنة	Sultanate
ملعب	Stadium
حب	Love
أثناء	During
يحمل	Holds
ذلك	So
المصادر	Sources
حاجة	Need
المشتركة	Joint
ولايات	States
الرجال	Men
التشكيلية	Fine
المقرر	Scheduled
الثقة	Confidence
الجنوبية	South
يحقق	Achieves
عبارة	A
شكل	Form
المقبلة	The
ضوء	Light
الجهاز	Device
مسرحية	Play
وبعض	And
نشر	Published
الموجودة	Existing
قلب	Heart
ترى	See
محاولة	Try
الاتصالات	Communications
النمو	Growth
العزيز	Aziz
القديمة	Old
وصلت	Reached
ملايين	
فلما	When
منا	Us
الأطفال	Children
كبار	Top
جائزة	Award
روح	Spirit
الآيات	Verses
الحرفية	Craft
ورغم	Although
امرأة	Woman
خلف	Behind
قيام	Do
وفقا	According
إبراهيم	Abraham
ساعة	Hour
الكويتي	Kuwaiti
صعيد	Upper
السلطة	Power
ديسمبر	December
ترك	Leaving
بعضها	Some
الشيطان	Satan
مراكز	Centers
النشاط	Activity
الخامسة	Fifth
والى	And
سند	Support
تسعى	Seeks
الدراسي	School
مرات	Times
جابر	Jaber
البلديات	Municipalities
ظاهرة	Phenomenon
بمحافظة	Province
اللهم	O
بالولاية	State
العولمة	Globalization
الزمن	Time
جمع	Collect
بحاجة	Need
متابعة	Followup
الزراعي	Agricultural
التجربة	Experiment
الطلب	Demand
يونيو	June
اليابان	Japan
تدريب	Training
الطائرة	Plane
موقع	Site
المسابقات	Contests
دفع	Pay
وكيفية	And
البلدية	Municipal
مراحل	Stages
ذاته	Same
فنية	Art
اجتماع	Meeting
وتطوير	And
التجاري	Commercial
الخدمة	Service
أصبح	Became
التركيز	Focus
سبق	Above
الجنة	Paradise
عربية	Arabic
الجوانب	Aspects
العدل	Justice
القاعدة	Rule
والذين	And
يمثل	Represents
ممن	Who
المحكمة	Court
التقرير	Report
الثلاث	Three
تجربة	Experience
الغربية	West
للعمل	To
برئاسة	Headed
والي	And
سعود	Saud
واشنطن	Washington
درجة	Degree
راشد	Rashid
قلت	I
اداء	Perform
بحضور	The
قاعدة	Base
وحدة	Unit
كم	
كلا	Both
راعي	Patron
ربع	Fourth
حدود	Borders
بقوله	Saying
القطاعات	Sectors
الاساسية	Basic
واضحة	Clear
معلومات	About
دخل	Income
المغرب	Morocco
البناء	Building
يحدث	Occurs
يسعى	Seeks
فهذا	This
انهم	They
شاء	Wills
عصر	Age
صناعة	Industry
وهى	A
سجل	Record
الآخرين	Others
حلقة	Episode
فاطمة	Fatima
مصدر	Source
شبكة	Network
طوال	Over
وموارد	And
توزيع	Distribution
بعيدا	Away
يحتاج	Needs
جيد	Good
يجد	Find
الصغيرة	Small
العسكرية	Military
فضلا	As
الوهيبي	Wahaibi
ليلة	Night
الاباضية	Abadites
جمعة	Juma
ايجاد	Find
المتوقع	Expected
الوحدة	Unit
صلاة	Prayer
ابو	Abu
الفنون	Arts
يشارك	Involved
السمكية	Fish
استطاع	Managed
سوريا	Syria
سعد	Saad
الدعم	Support
الحضور	Attendance
شارك	Participated
معنى	Meaning
بالذكر	Mentioning
والصناعة	And
فيقول	Says
شخصية	Personal
مهما	Whatever
وعندما	When
إدارة	Management
للمرة	Time
الأخيرة	Last
لماذا	Why
طويلة	Long
الرئيسي	Parent
ثانية	Second
الحلقة	Episode
النجاح	Success
مواجهة	Face
ايران	Iran
فانه	It
القرية	Village
واقع	The
المعسكر	Camp
لانه	Because
القيام	Do
بالإضافة	Plus
فاز	Won
اللاعب	Player
المشترك	Joint
عناصر	Elements
المكان	Place
الفصل	Chapter
مليار	Billion
قل	Say
الرغم	Although
والاجتماعية	The
البنوك	Banks
البشر	Humans
البيانات	Me
زيارة	Visit
الانشطة	Activities
تعرض	Exposure
وهل	Will
عليك	You
فعل	Act
تحقق	Check
تراجع	Decline
علما	Note
لذا	So
بيع	Sale
منهما	Their
الاحتلال	Occupation
قرار	Resolution
مناقشة	Discuss
الشريعة	Sharia
تجارة	Trade
العالي	Higher
المرمى	Goal
مياه	Water
بمشاركة	With
باب	Door
أولا	First
للمشاركة	Post
آية	Verse
التفكير	Thinking
تجد	Find
المراكز	Centers
القول	Say
لأنها	They
رسالة	Message
هلال	Hilal
الحال	Case
شرطة	Police
خليفة	Khalifa
ماذا	Why
شخص	Someone
قدر	Estimated
المسئولين	Officials
الزواج	Marriage
المسلمون	Muslims
والبيئة	And
فتح	Open
مثلا	For
اسم	Name
واكد	And
التدريبية	Training
أيها	O
عالية	High
حل	Solution
معرفة	See
الفرص	Opportunities
الفريقين	Teams
الوفد	Delegation
علماء	Scholars
الكلية	College
العلاقة	Relationship
اعادة	Re
النص	Text
دين	Dean
عائشة	Aisha
المزيد	More
الشمس	Sun
تونس	Tunisia
تقام	Held
مارس	March
والثقافية	And
الروح	Spirit
الكاتب	By
تعزيز	Promotion
وهكذا	Thus
اسهم	Shares
الفرنسي	French
توجد	There
بعضهم	Some
الطبيعي	Natural
فكان	Was
سباق	Race
يوليو	July
وفى	In
كتابه	Book
يزيد	More
فرق	Teams
ناحية	Hand
عديدة	Many
أكد	Confirmed
لاعب	Player
العاصمة	DC
مكتب	Office
ريالا	SR
جهود	Efforts
خدمات	Services
تصل	Up
لدول	Countries
الاخير	Last
قائمة	List
مؤكدا	Stressing
قضية	Issue
تطبيق	Application
يصل	Up
العليا	Supreme
الاطفال	Kids
خلفان	Khalfan
النتائج	Results
النهضة	Renaissance
رب	Lord
معها	With
المعرفة	Knowledge
طالب	Student
رواه	Narrated
الأمور	Things
السينما	Film
إضافة	Add
الشعب	People
الشخصية	Personal
الحالية	Current
طلب	Order
حكم	Rule
واوضح	Said
ظهر	Noon
موسى	Moussa
خط	Line
خاص	Special
تمثل	Represent
العمانيين	Omani
البلدين	Two
المحلي	Local
بمنطقة	Region
اتحاد	Union
الشورى	Shura
المباريات	Matches
مشاريع	Projects
بينهما	Between
العرض	Display
الماء	Water
وراء	Behind
برميل	Barrel
الغرب	West
قانون	Act
المدرب	Trainer
الشعبية	People
الجمهور	Public
الاقليمية	Regional
الإمام	Imam
جيدا	Good
الاهداف	Targets
بهلاء	Bahla
يعود	Due
وصل	Arrived
الجلالة	Majesty
قدمت	Provided
وقع	Signed
قطر	Qatar
احدى	One
الباطنة	Batinah
الخطاب	Discourse
الموارد	Resources
الكتب	Books
المصري	Egyptian
كيفية	How
دعم	Support
تعمل	Works
بالمركز	Center
أعمال	Of
الثلاثة	Three
الاسلامي	Islamic
الطاقة	Energy
حدث	Event
مكة	Mecca
مادة	Article
فهم	Understanding
التعادل	Tie
معاليه	Ma'aleh
يعمل	Works
واذا	If
رأس	Header
يقدم	Offers
اكد	Said
الوضع	Situation
مشكلة	Problem
أصحاب	Owners
فكرة	Idea
السيد	Mr
فيلم	Film
ال	The
فلم	No
التربوية	Educational
حجم	Size
نصف	Half
اثر	After
أنا	I
النهائية	Final
الخير	Good
المستقبل	Future
يؤدي	Leads
الامور	Things
السياحة	Tourism
المادة	Article
تأتي	Come
وحول	And
ختام	The
يوميا	Daily
الرواية	Novel
العاملين	Workers
الوصول	Access
محمود	Mahmoud
عباس	Abbas
ولكنه	But
بهم	Their
قالوا	Said
خميس	Khamis
بلا	Without
العلوم	Science
عضو	Member
الفرصة	Opportunity
ابراهيم	Ibrahim
المحافظة	Maintaining
عما	What
يجوز	May
نفسها	Same
وسوف	Will
شمال	North
اهداف	Goals
السنوات	Years
الاعلام	Media
مدرب	Coach
المتعلقة	Of
التراث	Heritage
القرار	Resolution
بجامعة	University
بالتعاون	Cooperation
حصل	Won
س	Q
حديث	Interview
السعودي	Saudi
تحمل	Carrying
المسرحية	Theatre
شك	Doubt
عامة	Actions
السلطانية	Bowl
تعد	The
الفيلم	Film
الليل	Night
الطبيعية	Natural
والعمل	And
حقيقة	The
سلطان	Sultan
اننا	We
